"cmc","description","numOfColors","numOfReprints","power","rarity","toughness","keywords","releaseDate","price"
"1","target creature you control gets +1/+1 and gains hexproof until end of turn.","1","3","0","1","0","[u'Hexproof']","734964","0.22"
"5","flying whenever a creature dealt damage by this this turn dies put a +1/+1 counter on this.","1","20","4.0","5","4.0","[u'Flying']","734964","0.18"
"1","enchant creature enchanted creature gets -3/-0.","1","2","0","1","0","[]","734964","0.18"
"4","flying prevent all combat damage that would be dealt to this.","1","1","3.0","14","3.0","[u'Flying']","734964","0.53"
"1","prevent all damage a source of your choice would deal this turn.","1","3","0","1","0","[]","734964","0.18"
"6","flying when this enters the battlefield target opponent puts the top five cards of his or her library into his or her graveyard. you may cast an instant or sorcery card from among them without paying its mana cost.","1","2","4.0","14","4.0","[u'Flying']","734964","0.31"
"5","sacrifice another creature: regenerate this.","1","1","4.0","5","2.0","[]","734964","0.22"
"2","target player puts the top two cards of his or her library into his or her graveyard.","0","10","0","5","0","[]","734964","0.18"
"2","return target nonland permanent to its owner's hand.","1","5","0","1","0","[]","734964","0.19"
"5","vigilance lifelink","1","2","2.0","1","4.0","[u'Vigilance', u'Lifelink']","734964","0.19"
"2","counter target noncreature spell.","1","13","0","1","0","[]","734964","0.18"
"4","defender flying","1","14","3.0","5","5.0","[u'Defender', u'Flying']","734964","0.22"
"9","put all creature cards from all graveyards onto the battlefield under your control.","1","1","0","18","0","[]","734964","8.00"
"5","flying when this dies draw a card.","1","1","3.0","1","3.0","[u'Flying']","734964","0.18"
"4","enchant creature you control enchanted creature. at the beginning of your end step if enchanted creature's power is 4 or greater sacrifice this.","1","2","0","14","0","[]","734964","0.29"
"2","as an additional cost to cast this discard a card. draw two cards.","1","2","0","1","0","[]","734964","0.21"
"1","flying","1","5","1.0","1","1.0","[u'Flying']","734964","0.20"
"1","destroy target artifact.","1","2","0","1","0","[]","734964","0.18"
"1","when this dies target creature an opponent controls gets -1/-1 until end of turn. that creature gets -4/-4 instead if you control a creature named bogbrew witch.","1","1","1.0","1","1.0","[]","734964","0.19"
"3","","0","1","2.0","1","2.0","[]","734964","0.18"
"2","as an additional cost to cast this sacrifice a creature. draw two cards.","1","7","0","1","0","[]","734964","0.19"
"4","sliver creatures you control have double strike.","1","2","2.0","14","2.0","[u'Double strike']","734964","1.57"
"2","sacrifice a creature: target player loses 1 life and you gain 1 life.","1","1","1.0","5","3.0","[]","734964","0.18"
"2","target player sacrifices an attacking or blocking creature.","1","3","0","1","0","[]","734964","0.21"
"4","discard a card: you gain 4 life. pay 1 life: put a 0/1 white goat creature token onto the battlefield. sacrifice a creature: return target artifact card from your graveyard to your hand. sacrifice an artifact: draw a card.","0","3","0","14","0","[]","734964","0.37"
"4","","1","5","3.0","1","3.0","[]","734964","0.19"
"3","whenever this or another enchantment enters the battlefield under your control you may put a +1/+1 counter on target creature.","1","1","0","14","0","[]","734964","0.22"
"3","when this enters the battlefield exile target creature an opponent controls until this leaves the battlefield.","1","3","2.0","5","2.0","[]","734964","0.26"
"1","x damage to each creature with flying.","1","5","0","5","0","[u'Flying', u'Storm']","734964","0.23"
"3","intimidate whenever this deals combat damage to a player you may discard a card. if you do draw a card.","1","1","1.0","1","1.0","[u'Intimidate', u'Raid']","734964","0.19"
"3","whenever you cast a black spell or a swamp enters the battlefield under your control you gain 1 life.","0","2","0","5","0","[]","734964","0.18"
"4","whenever a player taps a nonbasic land for mana this deals 1 damage to that player.","1","1","0","14","0","[]","734964","0.34"
"3","put target creature on top of its owner's library.","1","8","0","1","0","[]","734964","0.19"
"3","destroy target artifact or enchantment. you gain 4 life.","1","4","0","1","0","[]","734964","0.18"
"2","enchant creature when this enters the battlefield you gain 3 life. enchanted creature gets +1/+3.","1","4","0","1","0","[]","734964","0.19"
"4","","1","3","3.0","5","4.0","[]","734964","0.22"
"3","whenever an opponent casts a white or blue instant or sorcery spell this deals 2 damage to that player.","1","1","3.0","14","2.0","[u'First strike']","734964","0.31"
"9","artifacts you control have indestructible.","0","3","0","18","0","[u'Indestructible']","734964","8.79"
"3","sliver creatures you control have lifelink.","1","1","2.0","14","2.0","[u'Lifelink']","734964","2.09"
"4","when this enters the battlefield you may exile an instant card from your hand. : copy the exiled card. you may cast the copy without paying its mana cost. x is the converted mana cost of the exiled card.","1","1","1.0","14","1.0","[]","734964","0.36"
"3","whenever you cast a blue spell or an island enters the battlefield under your control you gain 1 life.","0","2","0","5","0","[]","734964","0.18"
"5","as long as you control eight or more lands this gets +4/+4 and has trample.","1","2","4.0","5","4.0","[u'Trample']","734964","0.22"
"2","reach deathtouch","1","5","1.0","1","2.0","[u'Reach', u'Deathtouch']","734964","0.21"
"3","sacrifice another creature: this gets +2/+2 until end of turn.","1","2","2.0","1","2.0","[]","734964","0.19"
"0","add to your mana pool. sacrifice this: destroy target nonbasic land.","0","2","0","5","0","[]","734964","0.20"
"5","flying when this enters the battlefield destroy target non- demon creature. at the beginning of your upkeep if there are fewer than six creature cards in your graveyard sacrifice a creature.","1","1","5.0","18","6.0","[u'Shadow', u'Flying']","734964","0.94"
"1","a deck can have any number of cards named this. sacrifice six creatures named this: search your library for a demon creature card and put it onto the battlefield. then shuffle your library.","1","1","1.0","1","1.0","[u'Shadow']","734964","1.89"
"2","enchant creature enchanted creature can't attack or block.","1","21","0","1","0","[]","734964","0.18"
"6","flying : this gets +1/+0 until end of turn.","1","22","5.0","14","5.0","[u'Flying']","734964","0.22"
"1","exile target creature card from a graveyard. put a 2/2 black zombie creature token onto the battlefield.","1","2","0","1","0","[]","734964","0.19"
"3","counter target spell.","1","14","0","1","0","[]","734964","0.19"
"4","whenever another creature enters the battlefield under your control that creature gets +2/+0 and gains haste until end of turn.","1","3","3.0","14","3.0","[u'Haste']","734964","0.31"
"3","sliver creatures you control have haste.","1","1","2.0","1","2.0","[u'Haste']","734964","0.28"
"4","flying whenever this attacks it gets +1/+1 until end of turn.","1","2","2.0","1","2.0","[u'Flying']","734964","0.19"
"1","your opponents can't cast spells this turn.","1","3","0","14","0","[]","734964","1.51"
"2","exile target card from a graveyard. if it was a creature card put a +1/+1 counter on this and you gain 1 life.","1","3","2.0","14","2.0","[]","734964","4.55"
"5","flying : tap target creature with flying.","1","5","4.0","5","3.0","[u'Flying']","734964","0.20"
"3","choose target creature card in a graveyard that was put there from the battlefield this turn. put that card onto the battlefield under your control.","1","1","0","14","0","[]","734964","0.35"
"4","deathtouch whenever this deals combat damage to a player that player discards a card and you put a 2/2 black zombie creature token onto the battlefield tapped.","1","2","4.0","14","3.0","[u'Deathtouch']","734964","0.00"
"3","activate this ability only once each turn.","1","5","2.0","1","2.0","[]","734964","0.18"
"3","whenever you cast a green spell or a forest enters the battlefield under your control you gain 1 life.","0","2","0","5","0","[]","734964","0.18"
"5","","1","2","2.0","1","5.0","[]","734964","0.19"
"2","x +1/+1 counters on it. when this dies you may distribute a number of +1/+1 counters equal to the number of +1/+1 counters on this among any number of creatures you control.","1","1","0.0","14","0.0","[u'Tribute']","734964","0.44"
"3","defender whenever this blocks a creature that creature doesn't untap during its controller's next untap step.","1","5","0.0","5","7.0","[u'Defender']","734964","0.25"
"2","when this enters the battlefield target creature can't block this turn.","1","2","2.0","1","1.0","[]","734964","0.19"
"3","draw two cards.","1","8","0","1","0","[]","734964","0.19"
"2","x damage to target creature or player.","1","5","0","5","0","[]","734964","0.22"
"3","choose one — creatures you control get +2/+0 until end of turn; or creatures you control get +0/+2 until end of turn.","1","3","0","1","0","[]","734964","0.17"
"2","lifelink","1","7","2.0","1","1.0","[u'Lifelink']","734964","0.19"
"1","sacrifice a creature: this deals 1 damage to target creature or player.","1","1","0","5","0","[]","734964","0.20"
"1","the next sorcery card you cast this turn can be cast as though it had flash. draw a card.","1","2","0","14","0","[u'Flash']","734964","0.49"
"4","you may choose new targets for target instant or sorcery spell. then copy that spell. you may choose new targets for the copy.","1","4","0","14","0","[]","734964","0.37"
"5","","1","4","3.0","1","5.0","[]","734964","0.18"
"1","enchant equipment at the beginning of your upkeep if enchanted equipment is attached to a creature destroy that creature.","1","1","0","5","0","[]","734964","0.20"
"3","put two 1/1 red elemental creature tokens onto the battlefield. then flip a coin. if you win the flip return this to its owner's hand.","1","1","0","5","0","[u'Flip']","734964","0.22"
"1","sliver creatures you control have flying.","1","1","1.0","14","1.0","[u'Flying']","734964","4.38"
"3","flying vigilance","1","3","1.0","1","3.0","[u'Vigilance', u'Flying']","734964","0.19"
"2","each creature attacks this turn if able.","1","2","2.0","14","1.0","[]","734964","0.29"
"4","whenever you cast an enchantment spell you may have target creature get -2/-2 until end of turn.","1","2","2.0","5","3.0","[]","734964","0.20"
"1","sliver creatures you control have first strike.","1","1","1.0","1","1.0","[u'First strike']","734964","0.35"
"5","flying whenever this or another dragon enters the battlefield under your control it deals x damage to target creature or player where x is the number of dragons you control. : this gets +1/+0 until end of turn.","1","1","4.0","18","4.0","[u'Flying']","734964","3.00"
"2","defender flying","1","5","0.0","1","4.0","[u'Defender', u'Flying']","734964","0.19"
"3","whenever this attacks tap target creature defending player controls.","1","1","2.0","1","2.0","[]","734964","0.18"
"3","equipped creature has double strike. equip","0","3","0","5","0","[u'Double strike']","734964","0.23"
"4","search your library for a card named festering newt or bubbling cauldron put it onto the battlefield tapped then shuffle your library.","1","1","1.0","14","3.0","[]","734964","0.41"
"2","flying : this gets +1/+0 until end of turn.","1","2","0.0","1","1.0","[u'Flying']","734964","0.21"
"3","enchant creature when this enters the battlefield tap enchanted creature. enchanted creature doesn't untap during its controller's untap step.","1","4","0","1","0","[]","734964","0.19"
"5","flying vigilance","1","27","4.0","5","4.0","[u'Vigilance', u'Flying']","734964","0.18"
"5","remove a wish counter from this: search your library for a card and put that card into your hand. then shuffle your library.","0","1","0","18","0","[]","734964","3.47"
"2","creatures without flying can't block this turn.","1","2","0","1","0","[u'Flying']","734964","0.18"
"7","trample play with the top card of your library revealed. you may cast the top card of your library if it's a creature card.","1","3","7.0","14","7.0","[u'Trample']","734964","0.23"
"2","sliver creatures you control get +1/+1.","1","1","1.0","1","1.0","[]","734964","0.31"
"1","islandwalk whenever this deals combat damage to a player that player reveals a card at random from his or her hand.","1","2","1.0","1","1.0","[u'Islandwalk']","734964","0.18"
"2","target creature gets +2/+0 and gains first strike until end of turn.","1","2","0","1","0","[u'First strike']","734964","0.20"
"6","flyingthis's power and toughness are each equal to the number of swamps you control.","1","18","4","14","4","[u'Flying']","734964","0.22"
"1","the next creature card you cast this turn can be cast as though it had flash. that spell can't be countered. that creature enters the battlefield with an additional +1/+1 counter on it.","1","1","0","14","0","[u'Flash']","734964","0.39"
"2","enchant creature when this enters the battlefield you lose 1 life. enchanted creature gets +3/+1.","1","3","0","1","0","[]","734964","0.19"
"3","target player discards two cards.","1","19","0","1","0","[]","734964","0.18"
"5","target player puts the top half of his or her library rounded down into his or her graveyard.","1","6","0","14","0","[]","734964","2.49"
"6","intimidate this can't block creatures with power 2 or less.","1","1","3.0","1","4.0","[u'Intimidate']","734964","0.19"
"4","when this enters the battlefield return target instant or sorcery card from your graveyard to your hand.","1","3","1.0","1","2.0","[]","734964","0.20"
"2","x +1/+1 counters on it where x is the amount of life you've gained this turn.","1","1","2.0","5","2.0","[]","734964","0.23"
"2",": this gets +1/+0 until end of turn.","1","2","1.0","1","1.0","[u'First strike']","734964","0.19"
"1","","1","14","0","1","0","[]","734964","0.25"
"2","copy target triggered ability you control. you may choose new targets for the copy.","0","1","0","14","0","[]","734964","3.00"
"5","draw a card. target player puts the top card of his or her library into his or her graveyard.0: target player puts the top ten cards of his or her library into his or her graveyard.-7: any number of target players each draw twenty cards.","1","4","0","18","0","[]","734964","7.00"
"4","","1","4","2.0","1","4.0","[]","734964","0.18"
"2","counter target creature spell.","1","4","0","1","0","[]","734964","0.19"
"4","equipped creature gets +4/+4. : until end of turn this becomes a 4/4 spirit artifact creature that's no longer an equipment. activate this ability only if you control no creatures. equip","0","2","0","14","0","[u'Haunt']","734964","0.31"
"4","","0","18","0","5","0","[]","734964","0.18"
"1","target creature gets +3/+3 until end of turn.","1","34","0","1","0","[]","734964","0.23"
"3","","1","1","4.0","1","1.0","[]","734964","0.18"
"2","sacrifice a creature: you gain 4 life. sacrifice a creature named festering newt: each opponent loses 4 life. you gain life equal to the life lost this way.","0","1","0","5","0","[]","734964","0.24"
"2","destroy target creature with flying.","1","11","0","1","0","[u'Flying']","734964","0.18"
"6","reveal the top five cards of your library. put all creature cards revealed this way into your hand and the rest on the bottom of your library in any order.-3: you may put a green creature card from your hand onto the battlefield.-7: you get an emblem with "" whenever you cast a creature spell you may search your library for a creature card put it onto the battlefield then shuffle your library.""","1","2","0","18","0","[]","734964","7.14"
"1","when this dies you may pay . if you do return it to the battlefield tapped under its owner's control.","1","1","1.0","5","1.0","[]","734964","0.23"
"4","whenever an enchantment enters the battlefield under your control put a 2/2 white cat creature token onto the battlefield. if that enchantment is an aura you may attach it to the token.","1","2","3.0","14","3.0","[]","734964","0.36"
"4","enchant creature enchanted creature gets +2/+2 and has flying. : enchanted creature gets +1/+0 until end of turn.","1","4","0","5","0","[u'Flying']","734964","0.18"
"2","","1","1","3.0","5","3.0","[]","734964","0.49"
"2","target creature gets +2/+4 until end of turn.","1","2","0","1","0","[]","734964","0.18"
"1","hexproof","1","2","1.0","1","1.0","[u'Hexproof']","734964","0.20"
"4","target player gains 2 life for each creature on the battlefield.","1","5","0","5","0","[]","734964","0.20"
"1","target player puts the top five cards of his or her library into his or her graveyard.","1","3","0","1","0","[]","734964","0.17"
"6","swamps you control to target creature or player. you gain life equal to the damage dealt this way.","1","11","0","5","0","[]","734964","0.20"
"7","put a 2/2 green wolf creature token onto the battlefield for each forest you control.","1","4","0","5","0","[]","734964","0.25"
"6","","1","1","4.0","5","4.0","[u'Vigilance', u'Lifelink']","734964","0.20"
"5","sliver creatures you control have "" whenever this creature attacks it deals 1 damage to target creature or player.""","1","1","2.0","14","2.0","[]","734964","0.60"
"0","equipped creature gets +0/+3 and has vigilance. equip","0","2","0","5","0","[u'Vigilance']","734964","0.21"
"4","enchant creature enchanted creature gets +2/+2 and has lifelink.","1","3","0","1","0","[u'Lifelink']","734964","0.18"
"7","defender when a creature attacks you or a planeswalker you control if this has defender it loses defender and gains trample.","0","1","7.0","14","7.0","[u'Defender', u'Trample']","734964","0.31"
"4","as this enters the battlefield choose a creature type. whenever you cast a spell of the chosen type put a charge counter on this. creatures you control of the chosen type get +1/+1 for each charge counter on this.","0","3","0","14","0","[]","734964","5.96"
"5","target creature gets +7/+7 and gains trample until end of turn. it must be blocked this turn if able.","1","1","0","5","0","[u'Trample']","734964","0.20"
"3","","1","2","0","5","0","[]","734964","0.20"
"3","gain control of target creature until end of turn. untap that creature. it gains haste until end of turn.","1","9","0","1","0","[u'Haste']","734964","0.20"
"2","all creatures get -1/-1 until end of turn.","1","3","0","1","0","[]","734964","0.18"
"1","target opponent reveals his or her hand. you choose a noncreature nonland card from it. that player discards that card.","1","15","0","1","0","[]","734964","0.26"
"7","sliver creatures you control have trample.","1","1","5.0","1","5.0","[u'Trample']","734964","0.19"
"5","sliver creatures you control get +2/+0.","1","1","3.0","5","3.0","[]","734964","0.22"
"3","indestructible : add one mana of any color to your mana pool.","0","6","0","5","0","[u'Indestructible']","734964","0.33"
"3","enchant creature enchanted creature gets -1/-1 for each swamp you control.","1","2","0","1","0","[]","734964","0.18"
"3","","1","11","2.0","5","2.0","[]","734964","0.25"
"3","at the beginning of your end step put a +1/+1 counter on target beast creature you control.","1","1","2.0","1","3.0","[]","734964","0.19"
"3","flying haste whenever an opponent is dealt damage by a red instant or sorcery spell you control or by a red planeswalker you control return this from your graveyard to your hand.","1","3","2.0","14","2.0","[u'Flying', u'Haste']","734964","0.48"
"4","you may have this enter the battlefield as a copy of any creature on the battlefield.","1","14","0.0","14","0.0","[]","734964","0.35"
"3","put a +1/+1 counter on up to one target creature.-3: target creature gains flying and double strike until end of turn.-8: put x 2/2 white cat creature tokens onto the battlefield where x is your life total.","1","3","0","18","0","[u'Double strike', u'Flying']","734964","5.34"
"3","enchant land when this enters the battlefield you gain 2 life. whenever enchanted land is tapped for mana its controller adds one mana of any color to his or her mana pool .","1","3","0","1","0","[]","734964","0.19"
"3","look at the top three cards of your library. put one of them into your hand and the rest into your graveyard.","1","1","0","5","0","[]","734964","0.18"
"4","at the beginning of your upkeep look at the top card of your library. if it's a land card you may put it onto the battlefield.","1","1","0","14","0","[]","734964","0.50"
"0","add to your mana pool. : this becomes a 2/2 creature with all creature types until end of turn. it's still a land.","0","3","0","14","0","[]","734964","9.00"
"4","flying deathtouch","1","1","2.0","1","2.0","[u'Flying', u'Deathtouch']","734964","0.19"
"3","enchant creature enchanted creature gets +2/+2 and has "" : regenerate this creature.""","1","2","0","1","0","[]","734964","0.19"
"2","put a charge counter on this. sacrifice this: destroy each nonland permanent with converted mana cost equal to the number of charge counters on this.","0","3","0","14","0","[]","734964","1.00"
"7","flying whenever a creature with flying attacks you may draw a card.","1","1","3.0","18","7.0","[u'Flying']","734964","0.63"
"3","hexproof whenever an opponent casts a blue or black spell during your turn put a +1/+1 counter on this.","1","1","3.0","14","3.0","[u'Hexproof']","734964","0.57"
"3","whenever this or another human creature you control dies put a 2/2 black zombie creature token onto the battlefield tapped.","1","2","2.0","14","2.0","[]","734964","0.46"
"4","destroy target artifact or land.","1","11","0","1","0","[]","734964","0.19"
"3","whenever a creature you control dies you draw a card and lose 1 life.","1","1","0","14","0","[]","734964","0.38"
"5","when this dies it deals 3 damage to target creature or player.","1","3","3.0","1","3.0","[]","734964","0.18"
"1","choose a color. white creatures you control gain protection from the chosen color until end of turn.","1","4","0","5","0","[u'Protection']","734964","0.44"
"3","","1","1","2.0","1","3.0","[]","734964","0.19"
"4","enchant permanent enchanted permanent has indestructible.","1","2","0","14","0","[u'Indestructible']","734964","0.78"
"3","as long your life total is greater than or equal to your starting life total creatures you control get +1/+1. whenever one or more creatures you control attack you gain life equal to the number of attacking creatures.","1","1","0","14","0","[]","734964","0.50"
"4","at the beginning of each end step if you gained 4 or more life this turn put a 4/4 white angel creature token with flying onto the battlefield.","1","1","0","5","0","[u'Flying']","734964","0.63"
"4","enchant mountain enchanted mountain is a 7/7 red giant creature with haste. it's still a land.","1","1","0","14","0","[u'Haste']","734964","0.35"
"3","flying whenever this attacks another target creature you control gains flying until end of turn.","1","1","2.0","1","1.0","[u'Flying']","734964","0.19"
"3","whenever this deals combat damage to a player draw a card.","1","4","1.0","1","3.0","[]","734964","0.18"
"2","","1","5","2.0","1","1.0","[]","734964","0.19"
"6","whenever you cast a creature spell put a 3/3 green beast creature token onto the battlefield. whenever you cast a noncreature spell put three +1/+1 counters on target creature you control. whenever a land enters the battlefield under your control you gain 3 life.","1","1","0","18","0","[]","734964","3.79"
"6","target player draws four cards.","1","5","0","5","0","[]","734964","0.22"
"3","defender when this dies put a 2/2 red dragon creature token with flying onto the battlefield. it has "" : this creature gets +1/+0 until end of turn.""","1","2","0.0","5","2.0","[u'Defender', u'Flying']","734964","0.26"
"5","destroy target creature. add to your mana pool.","1","1","0","1","0","[]","734964","0.18"
"3","when this enters the battlefield you may return target enchantment card from your graveyard to your hand.","1","7","2.0","1","2.0","[]","734964","0.19"
"2","destroy target artifact or enchantment.","1","17","0","1","0","[]","734964","0.18"
"4","search your library for a card and put that card into your hand. then shuffle your library.","1","11","0","5","0","[]","734964","0.38"
"1","prevent all combat damage that would be dealt this turn.","1","20","0","1","0","[]","734964","0.21"
"2","whenever you cast an instant or sorcery spell put a 1/1 red elemental creature token onto the battlefield.","1","2","2.0","5","1.0","[]","734964","1.48"
"1","sacrifice this: target creature gains deathtouch until end of turn.","0","1","0","5","0","[u'Deathtouch']","734964","0.22"
"2","destroy target nonblack creature.","1","7","0","5","0","[]","734964","0.29"
"2","sliver creatures you control have "" : add one mana of any color to your mana pool.""","1","1","1.0","5","1.0","[]","734964","1.51"
"4","that creature can't block this turn.0: exile the top card of your library. you may play it this turn.-7: exile the top ten cards of your library. choose an instant or sorcery card exiled this way and copy it three times. you may cast the copies without paying their mana costs.","1","3","0","18","0","[]","734964","3.02"
"5","if a red instant or sorcery spell you control or a red planeswalker you control would deal damage to a permanent or player it deals that much damage plus 2 to that permanent or player instead.","0","1","0","14","0","[]","734964","0.31"
"1","search your library for a basic land card reveal it put it into your hand then shuffle your library.","1","3","0","1","0","[]","734964","0.20"
"2","when this enters the battlefield tap target red or green creature an opponent controls. that creature doesn't untap during its controller's untap step for as long as you control this.","1","1","2.0","14","2.0","[]","734964","0.83"
"5","","1","16","0","1","0","[]","734964","0.20"
"4","reach","1","20","2.0","1","4.0","[u'Reach']","734964","0.17"
"3","sliver creatures you control get +0/+1.","1","1","2.0","5","2.0","[]","734964","0.20"
"3","sacrifice this: you gain 4 life.","1","3","2.0","1","2.0","[]","734964","0.19"
"4","","1","4","0","1","0","[]","734964","0.19"
"1","target attacking creature gets +1/+1 until end of turn.","1","1","1.0","5","1.0","[]","735692","0.28"
"6","","1","1","6.0","1","6.0","[]","735692","0.17"
"2","draw a card then discard a card. if there are five or more cards in your graveyard exile this then return him to the battlefield transformed under his owner's control.","1","1","0.0","18","2.0","[u'Transform']","735692","42.79"
"3","renown 2 whenever a creature you control becomes renowned draw a card.","1","1","1.0","5","3.0","[u'Renown']","735692","0.22"
"3","as long as you control an enchantment this gets +1/+1 and has lifelink.","2","1","3.0","5","2.0","[u'Lifelink']","735692","0.25"
"0","add to your mana pool. : add or to your mana pool. this deals 1 damage to you.","2","5","0","14","0","[]","735692","1.48"
"3","target player gains 4 life. draw a card.","1","1","0","1","0","[]","735692","0.19"
"2","","1","2","1.0","1","3.0","[]","735692","0.19"
"6","each creature you control gets +3/+3 until end of turn and must be blocked this turn if able.","1","1","0","5","0","[]","735692","0.19"
"2","destroy target creature with power 3 or less.","1","1","0","1","0","[]","735692","0.20"
"3","attacking creatures get -2/-0 until end of turn. draw a card.","1","1","0","5","0","[]","735692","0.24"
"6","flying when this enters the battlefield you gain 3 life.","1","1","3.0","1","3.0","[u'Flying']","735692","0.18"
"5","when this enters the battlefield return target instant sorcery or creature card from your graveyard to your hand. if this would die exile it instead.","2","1","3.0","5","2.0","[]","735692","0.24"
"3","flying renown 1","1","1","1.0","1","3.0","[u'Renown', u'Flying']","735692","0.18"
"2","you may cast this as though it had flash if you pay more to cast it. when this enters the battlefield you may return target tapped creature an opponent controls to its owner's hand.","1","1","2.0","14","2.0","[u'Flash']","735692","0.80"
"3","when this dies target opponent discards a card.","1","2","3.0","1","1.0","[]","735692","0.19"
"4","scry 1.","1","1","0","1","0","[u'Scry']","735692","0.19"
"5","trample if another red source you control would deal damage to a permanent or player it deals that much damage plus 1 to that permanent or player instead.","1","1","4.0","14","5.0","[u'Trample']","735692","0.32"
"4","flash defender when this enters the battlefield target attacking creature gets -4/-0 until end of turn.","1","1","0.0","1","4.0","[u'Defender', u'Flash']","735692","0.19"
"5","flying prowess","1","1","3.0","1","3.0","[u'Flying', u'Prowess']","735692","0.19"
"4","renown 1 : tap target creature.","1","1","4.0","14","3.0","[u'Renown']","735692","0.32"
"1","target creature gets +1/+1 until end of turn for each creature you control.","1","2","0","1","0","[]","735692","0.19"
"3","lifelink whenever another nontoken creature you control dies exile this then return her to the battlefield transformed under her owner's control. if you do put a 2/2 black zombie creature token onto the battlefield.","1","1","2.0","18","3.0","[u'Transform', u'Lifelink']","735692","9.93"
"6","flying when this enters the battlefield another target permanent gains indestructible for as long as you control this.","1","4","5.0","14","5.0","[u'Indestructible', u'Flying']","735692","0.61"
"4","at the beginning of your upkeep choose one that hasn't been chosen —• this deals 4 damage to target creature or player and you gain 4 life.• target opponent discards two cards.• draw two cards.• you lose the game.","1","1","0","18","0","[]","735692","1.63"
"1","target creature gets +1/+1 until end of turn. prevent all damage that would be dealt to it this turn. if it's renowned untap it.","1","1","0","1","0","[u'Renown']","735692","0.18"
"4","when this enters the battlefield scry 2 then reveal the top card of your library. if it's a creature card put it into your hand.","1","2","2.0","1","2.0","[u'Scry']","735692","0.19"
"0","add to your mana pool. : target creature can't be blocked this turn.","0","5","0","5","0","[]","735692","0.22"
"4","draw a card.","0","16","0","5","0","[]","735692","0.18"
"7","put four 2/2 white knight creature tokens with vigilance onto the battlefield. spell mastery — if there are two or more instant sorcery cards in your graveyard creatures you control gain indestructible until end of turn.","1","1","0","14","0","[u'Vigilance', u'Indestructible']","735692","0.32"
"5","destroy target non- zombie creature. it can't be regenerated. return up to one target zombie card from your graveyard to your hand.","1","3","0","5","0","[]","735692","0.21"
"2","destroy target artifact. this deals 3 damage to that artifact's controller.","1","3","0","1","0","[]","735692","0.38"
"3","when this enters the battlefield put a 1/1 colorless thopter artifact creature token with flying onto the battlefield.","1","1","2.0","1","1.0","[u'Flying']","735692","0.18"
"1","renown 1 as long as this is renowned it has menace.","1","1","1.0","5","1.0","[u'Menace', u'Renown']","735692","0.24"
"5","flying whenever you cast a noncreature spell creatures you control get +1/+1 until end of turn.","1","1","4.0","14","3.0","[u'Flying']","735692","0.32"
"2","exile two other creature cards from your graveyard: return this from your graveyard to the battlefield.","1","2","3.0","14","1.0","[]","735692","0.33"
"0","add to your mana pool. : add or to your mana pool. this deals 1 damage to you.","2","6","0","14","0","[]","735692","1.05"
"3","haste renown 1 whenever an opponent casts a noncreature spell if this is renowned this deals 2 damage to that player.","1","1","2.0","14","2.0","[u'Renown', u'Haste']","735692","0.29"
"3","creatures you control get +2/+1 until end of turn. spell mastery — if there are two or more instant sorcery cards in your graveyard those creatures also gain vigilance until end of turn.","1","1","0","1","0","[u'Vigilance']","735692","0.19"
"4","draw two cards.","1","2","0","1","0","[]","735692","0.48"
"5","when this enters the battlefield creatures without flying can't block this turn.","1","1","4.0","5","4.0","[u'Flying']","735692","0.22"
"3","when this enters the battlefield each player sacrifices a creature.","1","7","3.0","5","1.0","[]","735692","0.32"
"3","reach","1","1","1.0","1","4.0","[u'Reach']","735692","0.19"
"4","sacrifice another creature: this deals 1 damage to target creature or player.","2","1","4.0","5","3.0","[]","735692","0.21"
"3","draw two cards. if you control no artifacts discard a card.","1","1","0","1","0","[]","735692","0.18"
"2","when this enters the battlefield if you control another elf put a 1/1 green elf warrior creature token onto the battlefield.","1","1","2.0","5","2.0","[]","735692","0.86"
"3","flying whenever you cast an enchantment spell put a +1/+1 counter on this.","1","1","2.0","5","2.0","[u'Flying']","735692","0.21"
"5","","1","3","0","1","0","[]","735692","0.18"
"0","add to your mana pool. sacrifice this: put two 1/1 colorless thopter artifact creature tokens with flying onto the battlefield.","0","1","0","5","0","[u'Flying']","735692","0.25"
"4","reach","1","1","4.0","5","3.0","[u'Reach']","735692","0.21"
"5","exile an instant or sorcery card from your graveyard: choose one —• counter target noncreature spell unless its controller pays .• this gets +1/+1 until end of turn.• tap target creature.• untap target creature.","1","1","3.0","18","4.0","[]","735692","0.65"
"4","destroy target attacking or blocking creature.","1","5","0","1","0","[]","735692","0.79"
"3","prevent all combat damage that would be dealt this turn by creatures with power 4 or less.","1","1","0","1","0","[]","735692","0.18"
"4","non- elf creatures get -2/-2 until end of turn.","1","1","0","5","0","[]","735692","0.24"
"3","sacrifice a creature: this gets +2/+2 until end of turn.","1","5","2.0","1","2.0","[]","735692","0.20"
"2","enchant creature when this enters the battlefield draw a card. enchanted creature has flying. enchanted creature can block only creatures with flying.","1","2","0","1","0","[u'Flying']","735692","0.18"
"2","counter target instant or sorcery spell that targets you. spell mastery — if there are two or more instant sorcery cards in your graveyard you may copy the spell countered this way. you may choose new targets for the copy.","1","1","0","5","0","[]","735692","0.20"
"1","whenever this attacks each opponent who doesn't control an elf loses 1 life.","1","1","1.0","1","2.0","[]","735692","0.18"
